"sample_a","sample_b","kinship"
"IRIS_313-11742","IRIS_313-8458",-0.280213318823944
"IRIS_313-11828","IRIS_313-8458",0.0552098796919871
"IRIS_313-11913","IRIS_313-8458",-0.185660359724558
"IRIS_313-11917","IRIS_313-8458",-0.282083728134877
"IRIS_313-11918","IRIS_313-8458",0.147629040053175
"IRIS_313-11919","IRIS_313-8458",0.0772334415277818
"IRIS_313-11937","IRIS_313-8458",0.319577670248535
"IRIS_313-11963","IRIS_313-8458",-0.239118713640475
"IRIS_313-12052","IRIS_313-8458",0.163757920071231
"CX151","IRIS_313-8621",-0.248157841504696
"IRIS_313-8458","IRIS_313-8621",0.400099816520388
"IRIS_313-8621","IRIS_313-8621",2.21982166119027
"IRIS_313-8731","IRIS_313-8621",0.153208108332542
"IRIS_313-8754","IRIS_313-8621",0.150600329738597
"IRIS_313-8924","IRIS_313-8621",0.141629182141206
"IRIS_313-8982","IRIS_313-8621",0.132738105800842
"IRIS_313-9023","IRIS_313-8621",0.653462017225764
"IRIS_313-9351","IRIS_313-8621",0.0885427353821146
"IRIS_313-9400","IRIS_313-8621",0.578093555264669
"IRIS_313-9522","IRIS_313-8621",0.701561395239028
"IRIS_313-9604","IRIS_313-8621",0.420353449538151
"IRIS_313-9605","IRIS_313-8621",0.473961944060904
"IRIS_313-9611","IRIS_313-8621",0.187698363844275
"IRIS_313-10148","IRIS_313-8621",0.428318416874259
"IRIS_313-10150","IRIS_313-8621",-0.358341522056003
"IRIS_313-10531","IRIS_313-8621",0.0875736633095374
"IRIS_313-10534","IRIS_313-8621",-0.319875972523402
"IRIS_313-10543","IRIS_313-8621",-0.298630011390538
"IRIS_313-10544","IRIS_313-8621",0.193067872837191
"IRIS_313-10608","IRIS_313-8621",-0.372145106939423
"IRIS_313-10666","IRIS_313-8621",0.285426275087685
"IRIS_313-10671","IRIS_313-8621",0.15020402875786
"IRIS_313-10675","IRIS_313-8621",0.181369973457602
"IRIS_313-10676","IRIS_313-8621",-0.0555506815657833
"IRIS_313-10754","IRIS_313-8621",0.489906175917715
"IRIS_313-10833","IRIS_313-8621",0.202470493431891
"IRIS_313-10834","IRIS_313-8621",-0.250037933232103
"IRIS_313-10835","IRIS_313-8621",0.126407666341014
"IRIS_313-10836","IRIS_313-8621",0.136133692795594
"IRIS_313-10849","IRIS_313-8621",-0.324467978398321
"IRIS_313-10850","IRIS_313-8621",-0.106259223820037
"IRIS_313-10852","IRIS_313-8621",-0.365571764750565
"IRIS_313-10853","IRIS_313-8621",-0.252970060315048
"IRIS_313-10857","IRIS_313-8621",0.00294076669450637
"IRIS_313-10859","IRIS_313-8621",0.0544692444396705
"IRIS_313-10861","IRIS_313-8621",-0.318009298415654
"IRIS_313-10862","IRIS_313-8621",-0.258430162002213
"IRIS_313-10865","IRIS_313-8621",-0.255494108148
"IRIS_313-10866","IRIS_313-8621",-0.264229838891808
"IRIS_313-10867","IRIS_313-8621",-0.255962411379195
"IRIS_313-10869","IRIS_313-8621",-0.354592289497423
"IRIS_313-10870","IRIS_313-8621",-0.256889553472033
"IRIS_313-10871","IRIS_313-8621",-0.324126449689629
"IRIS_313-10872","IRIS_313-8621",-0.104282971936064
"IRIS_313-10873","IRIS_313-8621",-0.303227860334691
"IRIS_313-10875","IRIS_313-8621",-0.355625682750172
"IRIS_313-10876","IRIS_313-8621",-0.320587019427706
"IRIS_313-10877","IRIS_313-8621",-0.333588163737942
"IRIS_313-10878","IRIS_313-8621",-0.332700423256622
"IRIS_313-10879","IRIS_313-8621",-0.0958837556290234
"IRIS_313-10883","IRIS_313-8621",-0.222160014641097
"IRIS_313-10888","IRIS_313-8621",-0.249886542947185
"IRIS_313-10893","IRIS_313-8621",-0.277381838411615
"IRIS_313-10894","IRIS_313-8621",-0.175176091383949
"IRIS_313-10895","IRIS_313-8621",-0.258038674313715
"IRIS_313-10897","IRIS_313-8621",0.2629541120397
"IRIS_313-11041","IRIS_313-8621",0.105579706919587
"IRIS_313-11152","IRIS_313-8621",0.459168136217787
"IRIS_313-11155","IRIS_313-8621",-0.157505006246779
"IRIS_313-11156","IRIS_313-8621",-0.213906652904891
"IRIS_313-11161","IRIS_313-8621",-0.229914197044949
"IRIS_313-11164","IRIS_313-8621",-0.36771473544748
"IRIS_313-11165","IRIS_313-8621",-0.154980761257247
"IRIS_313-11166","IRIS_313-8621",-0.296083097662701
"IRIS_313-11167","IRIS_313-8621",0.267205473340091
"IRIS_313-11168","IRIS_313-8621",-0.352622449344605
"IRIS_313-11169","IRIS_313-8621",-0.368597067157055
"IRIS_313-11170","IRIS_313-8621",-0.37129073677879
"IRIS_313-11171","IRIS_313-8621",-0.332816293389739
"IRIS_313-11172","IRIS_313-8621",-0.345410456454448
"IRIS_313-11173","IRIS_313-8621",-0.351604237615048
"IRIS_313-11174","IRIS_313-8621",-0.357730034664415
"IRIS_313-11175","IRIS_313-8621",-0.361986412273194
