"sample","PC1","PC2","PC3","PC4","PC5","PC6"
"IRIS_313-11597",-0.0865343291108449,-0.020366976993353,-0.154462552853742,-0.112791581377215,-0.00423137495761283,-0.0574733062108866
"IRIS_313-11599",-0.092138676111143,-0.00821468487467154,-0.098902825447882,-0.0222436033199829,-0.0146097067230404,0.0615730998547616
"IRIS_313-11600",-0.0928825091205454,-0.0158293443171732,-0.156983480362951,-0.112509483931128,-0.0213761948299438,-0.0446382532503829
"IRIS_313-11602",0.096616921349834,-0.0758688645508965,0.0115954223151292,-0.0103433795828314,0.00262390877857525,-0.00377524948724052
"IRIS_313-11604",0.0923966083999549,-0.0630281242869195,0.00311573157141534,-0.00293607007038536,0.0142371719250992,-0.0186194992844026
"IRIS_313-11616",0.00411825919278111,-0.0354573284310145,-0.0408529797525998,-0.040737685127049,-0.0622934213964276,0.00868902483657537
"IRIS_313-11618",0.0873594461993258,-0.071035841140365,0.0130269760360754,-0.00585093354024643,-0.0699985805397793,-0.002181067365702
"IRIS_313-11620",0.0925832662945874,-0.062583189921315,0.0202194859576541,-0.0270294516506928,-0.131685327506923,0.00122420409087671
"IRIS_313-11621",-0.0957625908528327,0.00161205049721497,0.0616910754404234,0.0305264943346291,0.00759391535333716,0.279342839932045
"IRIS_313-11636",0.0959710520931212,-0.0818397381283642,-0.0171539985160793,-0.0140488165302965,0.0894778592739984,0.0420704243609551
"IRIS_313-11638",-0.0885065512264558,-0.0229761019947021,-0.123138558073324,-0.0671407157264217,0.00998165610590846,0.0340927635660296
"IRIS_313-11639",-0.0987641379798288,-0.00364327088691346,0.167399318343685,-0.118062668330404,0.0358532204027207,-0.0572025429728085
"IRIS_313-11641",-0.0905729701588899,-0.0145191132272627,-0.117291769512547,-0.0532935978498503,-0.0104596449796897,0.0148123361899987
"IRIS_313-11646",-0.0929051593096225,-0.00827632545346432,-0.0506761638397915,-0.000546293398045179,-0.00364038210153574,0.108118869459678
"IRIS_313-11647",-0.082490935404042,-0.0238009147989151,-0.113721872238503,-0.09570430555226,-0.0114007386029797,-0.05583293530491
"IRIS_313-11648",-0.0928661153005687,-0.0201383849755702,-0.0935697081842153,-0.0264147057375962,-0.00118297006725898,0.0681054400432707
"IRIS_313-11712",0.0949155980607055,-0.079279351555879,-0.00411015959993585,-0.00449003458444175,0.0386602808763933,0.0361766990478385
"IRIS_313-11737",0.0831485349762087,-0.061263943715899,0.0114120612484422,-0.0254002690576743,-0.137860284893275,-0.0038488011320172
"IRIS_313-11738",-0.0942184086254632,-0.0269003732489895,-0.161029951913712,-0.110387953357921,-0.00368682056677582,-0.0638296639533867
"IRIS_313-11742",0.0937671300704526,-0.0713642962309933,-0.00616378073481502,0.00911043362665397,0.142233369700077,0.00414646424816989
"IRIS_313-11828",-0.0922435099369869,-0.0228736147004143,-0.136172567377648,-0.0679940549667768,-0.0019050027568795,-0.00554641517889031
"IRIS_313-11913",0.0646537084824335,0.189454622211948,-0.00926894613377188,-0.0069815489801265,0.00483519846838973,-0.00184376059960925
