"sample_a","sample_b","distance"
"IRIS_313-10870","IRIS_313-8621",0.376024633680187
"IRIS_313-10871","IRIS_313-8621",0.374165328374609
"IRIS_313-10872","IRIS_313-8621",0.346443532348834
"IRIS_313-10873","IRIS_313-8621",0.375451729478575
"IRIS_313-10875","IRIS_313-8621",0.377070993218302
"IRIS_313-10876","IRIS_313-8621",0.372088575314519
"IRIS_313-10877","IRIS_313-8621",0.373023478677527
"IRIS_313-10878","IRIS_313-8621",0.37296431046431
"IRIS_313-10879","IRIS_313-8621",0.330362165202717
"IRIS_313-10883","IRIS_313-8621",0.361484325015995
"IRIS_313-10888","IRIS_313-8621",0.377004435346298
"IRIS_313-10893","IRIS_313-8621",0.382390855964249
"IRIS_313-10894","IRIS_313-8621",0.345516920079624
"IRIS_313-10895","IRIS_313-8621",0.379446387443487
"IRIS_313-10897","IRIS_313-8621",0.26551118347759
"IRIS_313-11041","IRIS_313-8621",0.287019520165104
"IRIS_313-11152","IRIS_313-8621",0.251000347947112
"IRIS_313-11155","IRIS_313-8621",0.36498716442588
"IRIS_313-11156","IRIS_313-8621",0.37320929419986
"IRIS_313-11161","IRIS_313-8621",0.368432632227405
"IRIS_313-11164","IRIS_313-8621",0.383051582141309
"IRIS_313-11165","IRIS_313-8621",0.337917228774098
"IRIS_313-11166","IRIS_313-8621",0.372064001426216
"IRIS_313-11167","IRIS_313-8621",0.261067044799929
"IRIS_313-11168","IRIS_313-8621",0.376761590047624
"IRIS_313-11169","IRIS_313-8621",0.382968934846427
"IRIS_313-11170","IRIS_313-8621",0.386022164790398
"IRIS_313-11171","IRIS_313-8621",0.379523274894205
"IRIS_313-11172","IRIS_313-8621",0.37529132404028
"IRIS_313-11173","IRIS_313-8621",0.382222795033724
"IRIS_313-11174","IRIS_313-8621",0.374360674370146
"IRIS_313-11175","IRIS_313-8621",0.380198446937015
"IRIS_313-11176","IRIS_313-8621",0.284518241347053
"IRIS_313-11197","IRIS_313-8621",0.24272429826072
"IRIS_313-11198","IRIS_313-8621",0.379747104001358
"IRIS_313-11200","IRIS_313-8621",0.229605234835766
"IRIS_313-11245","IRIS_313-8621",0.231143449384492
"IRIS_313-11247","IRIS_313-8621",0.254375581297032
"IRIS_313-11255","IRIS_313-8621",0.271160363895826
"IRIS_313-11257","IRIS_313-8621",0.25996696281084
"IRIS_313-11265","IRIS_313-8621",0.376762346981849
"IRIS_313-11274","IRIS_313-8621",0.332819722650231
"IRIS_313-11275","IRIS_313-8621",0.293314360956548
"IRIS_313-11276","IRIS_313-8621",0.27786988961124
"IRIS_313-11277","IRIS_313-8621",0.367070063694268
"IRIS_313-11281","IRIS_313-8621",0.275975822585451
"IRIS_313-11283","IRIS_313-8621",0.279470678486192
"IRIS_313-11290","IRIS_313-8621",0.290411381254404
"IRIS_313-11291","IRIS_313-8621",0.37709940017138
"IRIS_313-11298","IRIS_313-8621",0.377420988227351
"IRIS_313-11299","IRIS_313-8621",0.273747469090596
"IRIS_313-11302","IRIS_313-8621",0.309429963975419
"IRIS_313-11303","IRIS_313-8621",0.276985519964897
"IRIS_313-11304","IRIS_313-8621",0.265207763449264
"IRIS_313-11306","IRIS_313-8621",0.268448714082626
"IRIS_313-11309","IRIS_313-8621",0.269877415510343
"IRIS_313-11348","IRIS_313-8621",0.378429861735371
"IRIS_313-11355","IRIS_313-8621",0.278911130944792
"IRIS_313-11358","IRIS_313-8621",0.237141643661074
"IRIS_313-11371","IRIS_313-8621",0.380579216354344
"IRIS_313-11374","IRIS_313-8621",0.381872467477074
"IRIS_313-11408","IRIS_313-8621",0.260928189291462
"IRIS_313-11414","IRIS_313-8621",0.269916688362406
"IRIS_313-11433","IRIS_313-8621",0.235790861907598
"IRIS_313-11445","IRIS_313-8621",0.247135102533173
"IRIS_313-11447","IRIS_313-8621",0.267314728154514
"IRIS_313-11452","IRIS_313-8621",0.358031287399555
"IRIS_313-11453","IRIS_313-8621",0.290114582892901
"IRIS_313-11454","IRIS_313-8621",0.377626830821482
"IRIS_313-11455","IRIS_313-8621",0.379494863013699
"IRIS_313-11458","IRIS_313-8621",0.377326816829579
"IRIS_313-11462","IRIS_313-8621",0.37736969337122
"IRIS_313-11476","IRIS_313-8621",0.344717205121682
"IRIS_313-11477","IRIS_313-8621",0.382281862121598
"IRIS_313-11479","IRIS_313-8621",0.363108549802168
"IRIS_313-11489","IRIS_313-8621",0.356312820730311
"IRIS_313-11491","IRIS_313-8621",0.270045611492391
"IRIS_313-11493","IRIS_313-8621",0.251236525047559
"IRIS_313-11494","IRIS_313-8621",0.38106941357497
"IRIS_313-11596","IRIS_313-8621",0.308311048856064
"IRIS_313-11597","IRIS_313-8621",0.286513172266154
"IRIS_313-11599","IRIS_313-8621",0.247073347239368
"IRIS_313-11600","IRIS_313-8621",0.270646042658206
"IRIS_313-11602","IRIS_313-8621",0.376907118468254
"IRIS_313-11604","IRIS_313-8621",0.374322837311664
"IRIS_313-11616","IRIS_313-8621",0.323501892570068
"IRIS_313-11618","IRIS_313-8621",0.372432775778107
"IRIS_313-11620","IRIS_313-8621",0.377629793009841
"IRIS_313-11621","IRIS_313-8621",0.230793799506005
"IRIS_313-11636","IRIS_313-8621",0.380292467267472
"IRIS_313-11638","IRIS_313-8621",0.273919491525424
"IRIS_313-11639","IRIS_313-8621",0.256978129520892
"IRIS_313-11641","IRIS_313-8621",0.261274298056156
"IRIS_313-11646","IRIS_313-8621",0.241188870151771
"IRIS_313-11647","IRIS_313-8621",0.287863356673032
"IRIS_313-11648","IRIS_313-8621",0.252577755240027
"IRIS_313-11712","IRIS_313-8621",0.373463071313491
"IRIS_313-11737","IRIS_313-8621",0.371138588791357
"IRIS_313-11738","IRIS_313-8621",0.281198565098122
"IRIS_313-11742","IRIS_313-8621",0.379752450152078
"IRIS_313-11828","IRIS_313-8621",0.271908202294943
"IRIS_313-11913","IRIS_313-8621",0.374537725823592
"IRIS_313-11917","IRIS_313-8621",0.379273051149376
"IRIS_313-11918","IRIS_313-8621",0.265406989458951
"IRIS_313-11919","IRIS_313-8621",0.273556616125354
"IRIS_313-11937","IRIS_313-8621",0.221692849171603
"IRIS_313-11963","IRIS_313-8621",0.375047788963935
"IRIS_313-12052","IRIS_313-8621",0.302730636723236
"CX151","IRIS_313-8731",0.367958599427439
"IRIS_313-8458","IRIS_313-8731",0.28915770209347
"IRIS_313-8621","IRIS_313-8731",0.270815774298008
"IRIS_313-8731","IRIS_313-8731",0
"IRIS_313-8754","IRIS_313-8731",0.192625157006998
"IRIS_313-8924","IRIS_313-8731",0.176598073555166
"IRIS_313-8982","IRIS_313-8731",0.289729065120977
"IRIS_313-9023","IRIS_313-8731",0.284388981489604
"IRIS_313-9351","IRIS_313-8731",0.23674225712521
"IRIS_313-9400","IRIS_313-8731",0.318094386043391
"IRIS_313-9522","IRIS_313-8731",0.292422625400213
"IRIS_313-9604","IRIS_313-8731",0.273678656230762
"IRIS_313-9605","IRIS_313-8731",0.26732412886259
"IRIS_313-9611","IRIS_313-8731",0.172282080720657
"IRIS_313-10148","IRIS_313-8731",0.277918556059394
"IRIS_313-10150","IRIS_313-8731",0.352941176470588
"IRIS_313-10531","IRIS_313-8731",0.287792316258352
"IRIS_313-10534","IRIS_313-8731",0.369032456410031
"IRIS_313-10543","IRIS_313-8731",0.359489222118088
"IRIS_313-10544","IRIS_313-8731",0.241887257057427
"IRIS_313-10608","IRIS_313-8731",0.364040660736976
"IRIS_313-10666","IRIS_313-8731",0.257334615889117
"IRIS_313-10671","IRIS_313-8731",0.303392597167689
"IRIS_313-10675","IRIS_313-8731",0.287166900420757
"IRIS_313-10676","IRIS_313-8731",0.325904250638036
"IRIS_313-10754","IRIS_313-8731",0.291849832952347
"IRIS_313-10833","IRIS_313-8731",0.233681404132415
"IRIS_313-10834","IRIS_313-8731",0.375456505478066
"IRIS_313-10835","IRIS_313-8731",0.227591804501382
"IRIS_313-10836","IRIS_313-8731",0.226685764654033
"IRIS_313-10849","IRIS_313-8731",0.361532642072004
"IRIS_313-10850","IRIS_313-8731",0.292862141357593
"IRIS_313-10852","IRIS_313-8731",0.362044909526924
"IRIS_313-10853","IRIS_313-8731",0.377288405412576
"IRIS_313-10857","IRIS_313-8731",0.317414870830966
"IRIS_313-10859","IRIS_313-8731",0.305716289672102
"IRIS_313-10861","IRIS_313-8731",0.354393688431697
"IRIS_313-10862","IRIS_313-8731",0.375722800462592
"IRIS_313-10865","IRIS_313-8731",0.379010246543469
"IRIS_313-10866","IRIS_313-8731",0.382107134918871
"IRIS_313-10867","IRIS_313-8731",0.375634291818748
"IRIS_313-10869","IRIS_313-8731",0.360886294281544
"IRIS_313-10870","IRIS_313-8731",0.373990519662921
"IRIS_313-10871","IRIS_313-8731",0.358450581141309
"IRIS_313-10872","IRIS_313-8731",0.35283959253268
"IRIS_313-10873","IRIS_313-8731",0.361169148699711
"IRIS_313-10875","IRIS_313-8731",0.356563372788935
"IRIS_313-10876","IRIS_313-8731",0.360258268546581
"IRIS_313-10877","IRIS_313-8731",0.357046557612799
"IRIS_313-10878","IRIS_313-8731",0.357711042588372
"IRIS_313-10879","IRIS_313-8731",0.324477585283086
"IRIS_313-10883","IRIS_313-8731",0.354154727793696
"IRIS_313-10888","IRIS_313-8731",0.372697629329338
"IRIS_313-10893","IRIS_313-8731",0.377181684949149
"IRIS_313-10894","IRIS_313-8731",0.329844536895117
"IRIS_313-10895","IRIS_313-8731",0.373804170524181
"IRIS_313-10897","IRIS_313-8731",0.273456188535483
"IRIS_313-11041","IRIS_313-8731",0.222862972984962
"IRIS_313-11152","IRIS_313-8731",0.290081308117335
"IRIS_313-11155","IRIS_313-8731",0.364791451533247
"IRIS_313-11156","IRIS_313-8731",0.369860234445446
"IRIS_313-11161","IRIS_313-8731",0.36761497909471
"IRIS_313-11164","IRIS_313-8731",0.363961547060139
