"sample","PC1","PC2","PC3","PC4","group"
"B102",-0.0286741559908654,-0.00477565763639203,0.0273870727937856,-0.00319982508251243,"3K-RGP reference (unlabelled)"
"B103",-0.025033618158758,-0.00525011807919911,0.0287825716578567,-0.00405020203717254,"3K-RGP reference (unlabelled)"
"B104",0.0144555011257734,-0.00915830746500374,0.00362158339332981,0.00364054674019148,"3K-RGP reference (unlabelled)"
"B105",0.0126090853039205,-0.00850483446847452,0.00165167124142602,9.16281851685661e-05,"3K-RGP reference (unlabelled)"
"B106",0.0143277742620764,-0.005774343998472,0.000703992176183874,-4.10415538131393e-05,"3K-RGP reference (unlabelled)"
"B107",0.0147056924319623,-0.00736936399983657,0.000534375189263691,-0.000204617650844325,"3K-RGP reference (unlabelled)"
"B108",0.0126012168306731,-0.00351527959489261,0.00155272162014912,0.00206403801167697,"3K-RGP reference (unlabelled)"
"B109",-0.0251526677609141,-0.00366840742650774,0.0159907682682426,-0.00378371622928433,"3K-RGP reference (unlabelled)"
"B110",-0.0264918275131484,-0.00525251327905709,0.0275952914017044,-0.00368935330500456,"3K-RGP reference (unlabelled)"
"B111",-0.0270076639701009,-0.00525445227377572,0.0280122705861891,-0.00368436344747442,"3K-RGP reference (unlabelled)"
"B112",0.0137208983510934,-0.00923979131063046,0.003392989568635,0.00399373863814193,"3K-RGP reference (unlabelled)"
"B113",0.0142775958549662,-0.00920068005184926,0.00162549065203705,0.00113273447464798,"3K-RGP reference (unlabelled)"
"B114",0.0141556290107676,-0.00980477743889296,0.00350574447329537,0.00358818744093009,"3K-RGP reference (unlabelled)"
"B115",0.0139008350404209,-0.0095163241657658,0.00263793065158184,0.00225911970006195,"3K-RGP reference (unlabelled)"
"B116",0.0146388638967064,-0.00531114759663169,0.00146908747416166,0.00130177830839508,"3K-RGP reference (unlabelled)"
"B117",-0.0273207049441018,-0.00543524184083007,0.0351035565382814,-0.00203556375097935,"3K-RGP reference (unlabelled)"
"B118",0.0123517590205201,-0.00872568860095168,0.00312432858720898,0.000775758157652406,"3K-RGP reference (unlabelled)"
"B119",0.0128873519837254,-0.00918170406715516,0.00394144637617457,0.00360298705540401,"3K-RGP reference (unlabelled)"
"B120",0.012313004072348,-0.00876003307231158,0.00212176350821427,0.000837600124584632,"3K-RGP reference (unlabelled)"
"B121",0.01400275067478,-0.00923943856300075,0.00362505223637701,0.00397900800476939,"3K-RGP reference (unlabelled)"
"B122",-0.0288711889652937,-0.0063023120319831,0.0475433358598362,0.00064127634317763,"3K-RGP reference (unlabelled)"
