metric,value
accuracy,0.29931972789115646
balanced_accuracy,0.30379557372311
macro_f1,0.30347349131866413
null_mean_accuracy,0.14795918367346939
null_p97_5,0.19727891156462585
empirical_p,0.009900990099009901
cv_folds,5.0
recall_C0,0.625
recall_C1,0.23809523809523808
recall_C2,0.2608695652173913
recall_C3,0.13333333333333333
recall_C4,0.4444444444444444
recall_C5,0.15384615384615385
recall_C6,0.35
recall_C7,0.42857142857142855
recall_C8,0.1
