year,ne_median,ne_lo95,ne_hi95
192.8622288326154,2591.152395350995,613.8297232517117,7176.650635947701
199.72132313513072,2591.152395350995,777.5865395837859,7176.650635947701
200.5354910035429,2773.5653118602554,777.5865395837859,8430.826846737253
200.80060488714173,2785.5513907786603,890.5961775999601,8430.826846737253
209.3122942116312,2794.650796492977,890.5961775999601,8430.826846737253
210.5379360877436,2806.486736245446,890.5961775999601,8430.826846737253
215.2912663061985,2815.46573147052,890.5961775999601,8430.826846737253
219.09307199081164,2818.5492870428893,890.5961775999601,8430.826846737253
221.82935858811555,2818.686899030596,1388.4652242417792,8430.826846737253
223.5970989311999,2846.4463780942983,1388.4652242417792,12856.915996481704
230.19982097382675,2853.615102578911,1388.4652242417792,12856.915996481704
239.1328060943812,3428.1064478841527,1388.4652242417792,12856.915996481704
240.04472159105177,3737.886363983011,1393.2098462527208,12856.915996481704
246.3575095608636,4563.920269584065,1587.850691009325,12856.915996481704
251.3084524336346,4591.30842064833,1587.850691009325,12856.915996481704
262.2279996792152,5114.433660895406,1587.850691009325,12856.915996481704
262.5990217600567,5241.967814176594,1587.850691009325,12856.915996481704
265.61505470726075,5327.379985068397,2016.2141850313249,12856.915996481704
273.91255547878217,5656.432684412996,2016.2141850313249,12856.915996481704
274.09870132525845,5682.569239491239,2016.2141850313249,14650.12434624953
276.85413552264885,5768.199794624404,2016.2141850313249,14650.12434624953
277.17088210060945,5782.3670983370885,2016.2141850313249,14650.12434624953
286.07607896203024,5797.486467595159,2016.2141850313249,14650.12434624953
287.2876747349688,5814.803515254736,2016.2141850313249,14650.12434624953
288.52246258390653,5825.193220326616,2016.2141850313249,14650.12434624953
293.883647485667,5846.923574178904,2443.7267657978155,14650.12434624953
294.9005814934497,6260.450214857813,2443.7267657978155,20570.47176872812
300.95315777927914,6755.275250676448,2443.7267657978155,20570.47176872812
301.71382790932626,7176.650635947701,3737.886363983011,20570.47176872812
315.4493927591165,7306.281876258945,3737.886363983011,20570.47176872812
345.78528257959914,7810.861657488789,5327.379985068397,20570.47176872812
355.8494386156406,7866.423993307972,5327.379985068397,23079.899657906804
509.2521965211519,7886.495150449781,5327.379985068397,23079.899657906804
806.1672362109299,7866.423993307972,4062.5433325789777,23079.899657906804
859.4108732380804,7810.861657488789,4062.5433325789777,20570.47176872812
870.2983915256132,7176.650635947701,3885.9714466348905,19746.763804875813
916.9124284517324,6264.67393062181,3854.767554476706,19746.763804875813
947.5914007035924,5846.923574178904,3736.146768964498,15482.919188637929
1011.9069644190904,5825.193220326616,3723.473377998795,15482.919188637929
1033.7347521652507,5814.803515254736,3155.5991873904813,15482.919188637929
1074.7695050694508,5797.486467595159,3155.5991873904813,15482.919188637929
1076.1325127422597,5797.29500743835,3155.5991873904813,14487.854384440883
1093.6139744940988,5782.3670983370885,3080.8807393586167,14487.854384440883
1130.4060847166602,5768.199794624404,3080.8807393586167,14487.854384440883
1136.6233465970254,5682.569239491239,2747.458672431512,13511.247535986282
1177.9665222340493,5656.432684412996,2542.095778434348,13511.247535986282
1179.4282202778036,5532.978277832577,2542.095778434348,11339.72363894846
1222.41233446102,5354.235263625917,2542.095778434348,11339.72363894846
1286.5477303445614,5327.379985068397,1739.5292040847655,11339.72363894846
1287.3425717122311,4062.5433325789777,1739.5292040847655,10289.921422967236
1341.9312257412384,3885.9714466348905,1739.5292040847655,7810.861657488789
1342.4013966675457,3854.767554476706,1474.615844244247,5846.923574178904
1539.016841704537,3885.9714466348905,1739.5292040847655,5846.923574178904
1568.389946555258,4062.5433325789777,1739.5292040847655,9808.675848348585
1721.430023269243,4743.609366206211,2140.728353495334,9808.675848348585
1843.174906848188,4789.250176868213,2140.728353495334,9808.675848348585
2004.062870382916,5354.235263625917,2140.728353495334,11455.13223159544
2006.9151325132048,5532.978277832577,2542.095778434348,11455.13223159544
2065.682483135572,5656.432684412996,2554.6403451343845,13383.096372434124
2071.524870617054,5682.569239491239,2747.458672431512,13383.096372434124
2352.207010581148,5768.199794624404,2747.458672431512,13383.096372434124
2389.850148628621,5782.3670983370885,3080.8807393586167,14548.593623406305
2498.9279824620407,5797.29500743835,3155.5991873904813,15974.58288819549
2506.3476561995144,5797.486467595159,3398.678049523884,16711.49508236655
2626.406706972019,5814.803515254736,3717.936739167301,18002.922259915398
2666.78400175756,5825.193220326616,3717.936739167301,19722.81931901479
2715.803995097554,5846.923574178904,3717.936739167301,19926.46112830157
2775.885262452119,8482.405913825307,3717.936739167301,19926.46112830157
3033.8041147678296,8575.955889272762,3717.936739167301,19926.46112830157
3224.861793973271,8767.36743315208,3717.936739167301,19926.46112830157
3229.946754494813,9211.419628636728,3885.9714466348905,19926.46112830157
3272.535177689979,9808.675848348585,5532.978277832577,20448.33365072577
3320.0802987535617,9808.675848348585,5656.432684412996,20448.33365072577
3340.2630565866325,9211.419628636728,5656.432684412996,20448.33365072577
4484.855964160813,8767.36743315208,5656.432684412996,20448.33365072577
4529.49769339232,8575.955889272762,5656.432684412996,20448.33365072577
5055.919056012152,8482.405913825307,3843.727557973787,20448.33365072577
5145.596538170416,8313.149899966817,3843.727557973787,20448.33365072577
5247.033390305071,8482.405913825307,3843.727557973787,20448.33365072577
5263.332499504726,8575.955889272762,3843.727557973787,20448.33365072577
5296.493333432695,8482.405913825307,3843.727557973787,20448.33365072577
5372.66542841386,8313.149899966817,3843.727557973787,20448.33365072577
6529.270379721273,8313.149899966817,2733.012405287226,20448.33365072577
6599.139050118995,8313.149899966817,1227.2633446067423,20448.33365072577
6761.655853433693,8163.738432205163,1227.2633446067423,20448.33365072577
6847.028840550855,8116.894264541963,1227.2633446067423,20448.33365072577
6913.405314519354,7005.836764641419,1227.2633446067423,20448.33365072577
7083.701310155546,6984.4298737493655,1227.2633446067423,20448.33365072577
7165.706569423701,6943.984663514541,1227.2633446067423,20448.33365072577
7173.77325083476,6940.4792972842,1227.2633446067423,20448.33365072577
7183.792946283611,6930.136709360286,1227.2633446067423,20448.33365072577
7239.381470337577,6632.58070159337,1227.2633446067423,20448.33365072577
7362.201838379753,6615.781568615787,1227.2633446067423,10317.685389378365
7824.047076040039,6082.737420830862,1227.2633446067423,10317.685389378365
7826.402401314705,6082.737420830862,1400.1087689733913,10317.685389378365
7829.923763459072,5894.757949840605,1353.8486108803038,10317.685389378365
7873.685092270681,5706.193253956975,1352.4339746045005,10317.685389378365
7895.259193348104,5161.346634552459,1352.4339746045005,10317.685389378365
7915.078271963277,4528.708054338295,1310.6019870424714,10317.685389378365
7915.5035394532115,3843.727557973787,1310.6019870424714,10317.685389378365
7916.398310954644,3561.389641108296,1310.6019870424714,10317.685389378365
7947.06664069817,2792.337194949653,1309.940383756464,10317.685389378365
8356.598244232428,2733.012405287226,864.5820897118624,10317.685389378365
8426.511289459233,2691.515099053995,704.4907818213671,10317.685389378365
8608.024639054218,2537.529715456368,704.4907818213671,10317.685389378365
8686.261901857932,2098.284777873808,704.4907818213671,8767.36743315208
8838.849834035223,1973.7801450230772,704.4907818213671,8767.36743315208
8858.508100165962,1949.9527041407316,704.4907818213671,8767.36743315208
8878.715589468238,1820.6071582822265,704.4907818213671,8575.955889272762
8882.36288416467,1654.7596587388164,704.4907818213671,8575.955889272762
8886.26873493392,1637.907986401798,704.4907818213671,8482.405913825307
8896.17181941568,1637.907986401798,864.5820897118624,8482.405913825307
8911.846573363075,1620.4815596487315,864.5820897118624,6082.737420830862
8932.986326171083,1620.4815596487315,1104.7140733965552,6082.737420830862
9082.650725543112,1620.44266930438,1035.4904757732877,6082.737420830862
9108.997279851925,1619.632329148507,1035.4904757732877,6082.737420830862
9148.712220182564,1581.7710831393777,1035.4904757732877,6082.737420830862
9193.285678943448,1532.327806452923,1035.4904757732877,3843.727557973787
9262.282741999315,1461.4250995149778,927.4331865592816,3843.727557973787
9668.39224825417,1425.899985272703,726.2094966162718,2792.337194949653
9705.742436715404,1400.1087689733913,553.6102219531773,2691.515099053995
9711.302984453296,1353.8486108803038,485.1493331625918,2691.515099053995
9772.977697292568,1353.8486108803038,412.58752300057296,2691.515099053995
9775.216497193238,1352.4339746045005,412.58752300057296,2098.284777873808
9880.059957544863,1322.276288801227,397.384389923898,2098.284777873808
9919.170871540487,1318.248707514275,308.75967559285067,2098.284777873808
9923.878047499637,1310.6019870424714,308.75967559285067,2098.284777873808
9936.87693662742,1309.940383756464,299.3085973956826,2098.284777873808
9942.79256266686,1309.940383756464,296.1740449895533,2098.284777873808
9964.410836883428,1309.940383756464,255.8544804826357,2098.284777873808
9966.023660340988,1113.3372593653696,255.8544804826357,2098.284777873808
9981.888755678325,1104.7140733965552,255.8544804826357,2098.284777873808
9986.23041996803,1102.6727042636949,255.8544804826357,2098.284777873808
9992.141687027512,927.4331865592816,255.8544804826357,2098.284777873808
