bin_mid_bp,n_pairs,c_morgan,t_gen_panmictic,t_gen_selfing_adj,r2,r2_adj,ne_panmictic,ne_selfing_adj
37500,209697,0.0015,333.3333333333333,4483.018326578938,0.1928370957033726,0.18617042903670594,728.5703885898699,9798.583212753378
62500,200225,0.0025,200.0,2689.810995947363,0.1805656601041997,0.17389899343753304,475.04645670028793,6388.925914091337
87500,195024,0.0035,142.85714285714286,1921.2935685338307,0.1706519464864434,0.16398527981977676,364.150594622631,4897.481367983617
112500,191949,0.0045000000000000005,111.1111111111111,1494.3394421929793,0.1623366401541946,0.15566997348752795,301.3248004368387,4052.5338078332675
137500,189378,0.0055000000000000005,90.9090909090909,1222.6413617942558,0.1563029097471167,0.14963624308045004,258.3124064469894,3474.0577562536832
162500,188390,0.006500000000000001,76.92307692307692,1034.5426907489857,0.1489745634887136,0.14230789682204695,231.80834339634472,3117.6031550991515
187500,187921,0.007500000000000001,66.66666666666666,896.6036653157876,0.1448654382966416,0.13819877162997496,207.86514433897773,2795.58975458584
212500,187504,0.0085,58.8235294117647,791.120881160989,0.1390556810024348,0.13238901433576813,192.74990673981284,2592.3040930828865
237500,186303,0.0095,52.631578947368425,707.8449989335165,0.1344617374747664,0.12779507080809974,179.60599848948894,2415.5309483756637
262500,183973,0.0105,47.61904761904761,640.4311895112769,0.1312228331562315,0.12455616648956484,167.3453943335176,2250.637408997216
287500,184017,0.0115,43.47826086956522,584.7415208581224,0.1276197982085706,0.12095313154190394,157.9927223717827,2124.8528095764
312500,183185,0.0125,40.0,537.9621991894726,0.1247461502210025,0.11807948355433583,149.37743457183007,2008.9853302885815
337500,181554,0.0135,37.03703703703704,498.1131473976598,0.1219021508241676,0.11523548415750093,142.18301064942318,1912.2271274085974
362500,180100,0.0145,34.48275862068965,463.7605165426488,0.1201710751285376,0.11350440846187093,134.65914635193948,1811.0382628116606
387500,181078,0.0155,32.25806451612903,433.84048321731666,0.1174344029663004,0.11076773629963373,129.48225128784512,1741.4139164703274
412500,182628,0.0165,30.3030303030303,407.54712059808526,0.1150221382314723,0.10835547156480563,124.68004972200652,1676.8288435875854
437500,182588,0.0175,28.57142857142857,384.2587137067661,0.1121069980926865,0.10544033142601983,121.20052795677695,1630.032564063822
462500,179778,0.0185,27.027027027027028,363.48797242531936,0.1109428763755742,0.10427620970890754,116.0799340354259,1561.1654148866658
487500,180610,0.0195,25.641025641025642,344.84756358299524,0.1093810073708694,0.10271434070420273,111.99665226681806,1506.2491338829018
512500,179310,0.0205,24.390243902439025,328.025731213093,0.107848942682547,0.10118227601588033,108.33114442082291,1456.9515173334564
537500,179115,0.021500000000000002,23.25581395348837,312.76872045899563,0.1066064479411543,0.09993978127448763,104.72122675617632,1408.4015361893012
562500,178698,0.0225,22.22222222222222,298.8678884385959,0.1049447253822144,0.09827805871554773,101.9467906863866,1371.0879929489347
587500,177289,0.0235,21.27659574468085,286.15010595184714,0.1031960533972231,0.09652938673055643,99.56956972797103,1339.116617580221
612500,177586,0.0245,20.408163265306122,274.4705097905472,0.1018558752644271,0.09518920859776044,96.9938012258156,1304.474965379658
637500,177666,0.025500000000000002,19.6078431372549,263.70696038699634,0.1010612606041072,0.09439459393744053,94.05712766820642,1264.9794812458329
662500,175906,0.0265,18.867924528301888,253.7557543346569,0.0995272500881884,0.09286058342152173,92.15879018849509,1239.4486361111003
687500,175947,0.0275,18.181818181818183,244.52827235885115,0.0985005599763694,0.09183389330970274,89.90205269337137,1209.0976494643476
712500,175909,0.0285,17.543859649122805,235.94833297783885,0.0975445596765135,0.09087789300984683,87.75242317304763,1180.1871638594487
737500,174054,0.029500000000000002,16.94915254237288,227.95008440231888,0.0971159587657912,0.09044929209912453,85.21964813356671,1146.1237331021646
762500,173589,0.0305,16.39344262295082,220.47631114322647,0.0957915190676065,0.08912485240093983,83.77225356661341,1126.6576439938374
787500,173015,0.0315,15.873015873015873,213.47706317042562,0.0950745126583118,0.08840784599164513,81.8350258847998,1100.603762392858
812500,172858,0.0325,15.384615384615383,206.90853814979715,0.0939086121973267,0.08724194553066003,80.47981691493564,1082.3774824481225
837500,172776,0.0335,14.925373134328357,200.73216387666886,0.0937246150925117,0.08705794842584504,78.25822349449217,1052.4991503939564
862500,172080,0.0345,14.492753623188404,194.9138402860408,0.0925682168065871,0.08590155013992043,77.11038741199626,1037.0618398127435
887500,171654,0.035500000000000004,14.08450704225352,189.42330957375793,0.0927696070308693,0.08610294036420263,74.74651572808907,1005.2699995708323
912500,170525,0.0365,13.698630136986303,184.23362985940844,0.0918329844976934,0.08516631783102674,73.57350046384508,989.4940527899445
937500,169694,0.0375,13.333333333333334,179.32073306315755,0.0911304189459266,0.08446375227925994,72.2626549271085,971.8644190964316
962500,170120,0.0385,12.987012987012987,174.6630516848937,0.090685619862066,0.08401895319539933,70.79270389767537,952.0949668840647
987500,168846,0.0395,12.658227848101266,170.24120227514956,0.0907167881586182,0.08405012149195153,68.97254908016878,927.6156046717858
