r2_shortest_bin,half_decay_bp,dist_r2_0.2_bp,dist_r2_0.1_bp,panel
0.2131420623596142,538032.8320476343,28680.847009140998,654795.5236143142,Set1
0.4250156674242066,187944.9279767426,209483.19216121626,,Set2
