"sample","PC1","PC2","PC3","PC4","PC5","PC6"
"BAM3154",0.0767872801474474,-0.046942613935662,0.00912041938121285,-0.0377108378324308,-0.111549241470637,0.0372128388708988
"BAM3181",-0.0973389466391119,-0.0373106153475284,0.080440076636762,-0.0876830640262906,-0.0340966013208663,0.00142394016870839
"BAM326",-0.0936497543491121,-0.0443531082396705,0.0992794634891569,-0.0895668865764924,-0.0997677546167177,-0.0236479992384899
"BAM328",0.0681894401453138,-0.0192149544839788,0.0787632971854969,-0.102145014167707,-0.0779017224190004,0.0112990221769266
"BAM350",0.0715842036272935,0.0521575095143681,0.092564786774862,-0.0480856340763278,-0.0441458330324,0.00390625261558699
"BAM3690",0.0826907984502426,-0.0405098539251041,0.011477076098657,-0.0721328203248974,0.0520779595779989,-0.203637439111542
"BAM4009",0.0662150824532324,0.165927972421715,0.0397621558888352,0.0295039369603696,0.0365659849877391,0.0214199326054528
"BAM4054",-0.0783922820832844,-0.0746724119205175,-0.0112336225109669,0.0598797417104548,0.0533501724369788,-0.0792806915059071
"BAM4138",-0.0828712531286956,0.159994688237966,0.0669749036251273,0.0988762531616896,0.0111062066800869,0.0018278458065407
"BAM4168",-0.0824878852149271,0.0726832788052755,0.0149029009164696,0.0620429746323112,-0.0172685395612209,-0.0443210023872967
"BAM4234",-0.0768930925920686,-0.0531824290892848,-0.0564530569629916,0.131604954069997,0.0362939439197741,0.0091060619488294
"BAM4254",-0.0786957982223548,-0.0530936439673274,-0.0578847482928683,0.130225559697267,0.0337450743528904,0.00613362034743342
"BAM4477",0.0817886649962163,-0.0444240600227816,0.0169981428676551,-0.0758286893749349,0.0545517008556353,-0.203464268115253
"BAM4496",0.0675230868335493,-0.0355436198855756,0.0734715436157949,-0.117783242022873,-0.0289544662028028,0.0349416537641729
"BAM4510",-0.0771132583250352,0.152695915183185,0.0870213619273115,0.119980553543337,-0.0122794501667911,-0.0140001350343376
"BAM4521",-0.0840902704437074,0.150971164357858,0.0508620664464017,0.101936796179381,0.0041380870017654,-0.0308987700860047
"BAM4534",0.0772283832388405,0.161945251788111,0.0750826795643932,0.0499068862348588,-0.0177290003886047,-0.00165192341456493
"BAM4797",-0.0953717748299371,-0.0187448328587929,0.086187932673025,-0.0666264434433042,-0.0757775198361531,-0.0315555416496242
"BAM491",0.0699441791164602,0.0464910055815382,0.0796473522124529,-0.0748526882617622,-0.0450599486326158,0.0121394657385517
"BAM4928",-0.087055573309019,0.122109385579384,0.0206075395089047,0.066823521855401,0.0116500007390155,-0.0433649574317045
"BAM5110",-0.0776677180684866,-0.0730771778186897,-0.0568860562234466,0.111081644955791,-0.074586833589629,-0.0178528894400095
"BAM56",-0.0808100837360423,0.142058806901261,0.0480255700129065,0.0965922349458563,0.00123745786239174,-0.0434743146246258
"BAM5779",-0.0975058973821952,0.0786253299242756,-0.145718852321298,-0.0507853393141865,-0.0374906520776707,-0.0170854490150998
"BAM5850",0.0722299172992941,0.167682868664653,0.0824863435972538,0.0488127561466149,-0.0189790445422097,0.0153922828317382
"BAM6921",0.0842072232313765,-0.0534835127426183,-0.0673912652531794,0.0444765916901428,-0.0618432594854884,0.059482960939038
"BAM712",-0.101178098399317,0.128092840998623,-0.266974893734834,-0.194396642103744,0.0337675627558831,0.0249362690484919
"BAM742",-0.100282129564158,0.125355479885042,-0.267635247876155,-0.201601929642268,0.0368034715850121,0.0274010149624244
"BAM7429",0.062012814720015,-0.0402413784200351,0.0918848353129931,-0.156152798968866,-0.106144559184012,-0.0242488215913103
"BAM7449",0.0760101724815801,0.164156587059477,0.0792080801870752,0.0596193630910423,-0.00284389897509286,0.0154608126467726
"BAM747",-0.102560547271171,0.128689774317036,-0.26464823992815,-0.195816483986318,0.0338039812997953,0.0277988622727665
"BAM759",0.0754958999707015,0.0573053013796395,0.0148109422416304,0.0163734109940296,0.0423991291302275,-0.0446158799142402
"BAM766",-0.100901021426014,0.125060247660326,-0.263360605295156,-0.19951094382507,0.0361719091602517,0.0242209841349247
"BAM807",-0.0966984609602063,0.078384859655668,-0.143987451719859,-0.0481749157951354,-0.0389845877500407,-0.0172287306126889
"BAM811",0.0702579269481381,-0.0263359370260539,-0.00499965829804533,-0.047149764624694,-0.0462156208188592,-0.08895070576928
"BAM812",-0.0864834523904849,-0.0316802948449778,-0.00141866453858521,0.0153200986552679,-0.0478434282858288,-0.115596717632915
"BAM819",-0.0780200447988857,-0.0657812531935879,0.00076575036143973,0.0478796468416442,0.0616268928780348,-0.164022706330237
"BAM8296",0.084881741500714,-0.0630669232272045,-0.0555299231089011,0.0340988245037325,0.00957399744156304,-0.0132709898153393
"BAM8305",0.0827483472817214,-0.0618058548089325,-0.03911154810579,0.0426056065462476,0.125069097905606,-0.0107432833492289
"BAM8315",-0.0908331681929118,0.120785078576258,-0.114752596521201,-0.0527808506203815,0.0309090864382403,-0.00243886368188936
"BAM8364",-0.0787967735636255,-0.035142912642944,-0.0164969143722609,0.0733353407826579,0.0688501924746964,-0.0992266439144297
"BAMAWPYAN",-0.0817607377093185,0.146787497478238,0.0563718447215286,0.106173309451546,-0.00176222735927795,-0.0328932736043508
"BENAMURI",-0.0932442957359282,-0.0440296276532238,0.0776929855453127,-0.0803227201972475,-0.042983453755195,-0.0235774371578717
"BLACKGORA",-0.082918076172168,-0.0575411464791218,-0.019015088678347,0.0791636671729392,-0.0136455400909272,-0.0738230164679426
"CGR1656",0.0634502489235858,-0.0382226864869846,0.0756972544620155,-0.148339707598239,-0.036935344897943,-0.000183697635342888
"CGR1679",-0.0948508954148478,-0.0451580421052385,0.0993036466787282,-0.0997665216042995,-0.122551837208379,-0.0605319298312961
"CGR2012",-0.0953075293263393,-0.0429870246648973,0.0918179907593658,-0.0980577521030719,-0.128455452306936,-0.0492035062137359
"CO18",-0.103093126845836,-0.0473556049911185,0.109397167719695,-0.041744240322196,0.155394997457962,0.216187752688931
"CRDHAN-204",-0.0777626036723308,-0.0611940341156157,-0.0689839649034211,0.123668365386337,-0.107741989069232,0.0227295629907514
"CR143-2-2",0.0823165067571584,-0.0468879500548029,-0.0798628431513671,0.0532498216112833,-0.158310082463682,0.142357119341163
"CR262-4",0.0786566007396332,-0.0481732413651888,-0.0819282924702216,0.0523752221349655,-0.160078356753589,0.145224244381468
"CROSSA",-0.0964782958319004,-0.0434029380665389,0.0964453137680026,-0.0932972283800237,-0.111939431640047,-0.047772476133008
"DULAR",0.0747237639587626,0.173919843027687,0.0741232732873858,0.0592400808631118,0.000676747583714346,-0.0224815885529091
"EYPO",0.0722510128222548,0.0050567427717954,0.0446306079771676,-0.0596804359178321,0.00502107985966856,-0.0162417348496116
"EYPO-2",-0.0811557344774618,-0.0607867186758086,0.0207925248016448,-0.00639062847002312,0.150749274691423,-0.0704770001531386
"FULKATI",0.0735709213342492,0.15424997315705,0.0783565932670215,0.0535082759647648,-0.0245669883652556,0.00267500304479477
"Ghanteswari",0.0745778202483871,-0.0588956414243864,0.0181585774698529,-0.074697991489123,0.104674521733264,-0.0694099462798913
"GHATIKAMMANANGARHAR",-0.0789124622643826,-0.0655060222041954,-0.0186673527483192,0.0965718118785592,0.0447925307044427,-0.0531253206938852
"GotrabiDhan",0.0807170598250095,-0.0637091867682873,1.02773943615655e-05,-0.0127451911779522,0.0723762302123173,-0.0483204636144731
"GP-145-37",-0.0947428559953344,-0.0427914065366289,0.087906972273793,-0.0777431797664575,-0.12261832257123,-0.0694166998506405
"GP-145-51",0.0640018720057239,-0.0401605438771381,0.0975138474932421,-0.167963930713519,-0.11938960532452,-0.0357056053483465
"HARBHOONDI",-0.075495407512,-0.0539043130515498,-0.08028610480571,0.122663968608758,-0.143031354533071,0.0670381459511088
"HongZuiEr",0.0776883612773208,-0.0445821918205055,0.00641981687641679,-0.0762397447313677,0.0241199740742628,-0.158806348800702
"IndrabaruniDhan",0.0727984560015861,-0.0702864469074101,-0.0193453513368528,0.0134058198970606,-0.0470857802501196,0.0587163663402515
"IR74371-54-1-1",0.0814911043838807,-0.0495208959470626,-0.0753520420374009,0.0437659784824212,-0.147774820467393,0.128397222556909
"IR77298-14-1-2-10",0.0844258598435093,-0.0553393861418989,-0.0479244575905712,0.0454837287538326,-0.0644637218189336,0.0484449376476704
"IR77298-5-6-18",0.0874379797654141,-0.0568266331738872,-0.0661322063692133,0.0930391328814959,0.0991882957882391,0.0585142480349821
"IR83383-B-B-129-4",0.085700914488924,-0.0590606116218052,-0.0695410091253829,0.0863396103663653,0.121104788624249,0.0551275319542095
"IR83388-B-B108-3",0.083810346860823,-0.0559537586914776,-0.0515257571888705,0.038391811773715,-0.00857363341835119,0.0614042901221158
"IR87707-445-B-B",0.0885096854871287,-0.0599176932210205,-0.0667880425998103,0.084251910259105,0.104316514284701,0.0541037433474017
"IR87707-446-B-B",0.0896835085247429,-0.0618464492015026,-0.0550720560001957,0.0652840820541236,-0.00297026391703391,0.0571824826241535
"IRROEPYO",-0.0798695092460225,0.0984470674854899,0.0570151752309677,0.113292480762069,0.0170312403362708,-0.00978875712880737
"KALINGA-1",0.0768014498670422,-0.0749632129894235,0.00424931468997064,-0.0293503817316877,0.0822207806271376,-0.043929104586615
"KANGRO",-0.105037176885941,-0.0479383216688284,0.112981572324645,-0.050356769978099,0.162047127271151,0.238532426578902
"KHAODAWTAI",-0.0811553669082448,-0.0585836635585058,-0.00907246722795375,0.0242468696845233,0.0184538150218772,-0.129822555092239
"MANDRIRAVINA",-0.102331418656321,-0.0468243212435717,0.110745757507287,-0.0439546432194549,0.158569508050252,0.217458647220521
"MAUDAMANI",-0.0848166979445002,-0.0610239312039496,-0.0221096651126258,0.0739348300060799,-0.0433432969368369,-0.0565611120029706
"MOROBEREKAN",0.0474613457360062,0.125031284295186,-0.225674998786861,-0.194060450530135,0.0393739597880673,0.024460454055943
"MTU1010",0.0836820189932364,-0.0697788441144409,-0.0486343029473978,0.0765773530196848,0.113928412970591,0.0568225862594793
"MTU9",-0.107514419244658,-0.0456345084000638,0.110785896456221,-0.0497964033952604,0.162226350821965,0.237211644907258
"NERICA-L-26",0.0864031873701196,-0.0578913465815242,-0.0865676234125673,0.0546618991608794,-0.152320686120747,0.108689518445952
"NERICA-L-42",0.0889337804439291,-0.0575676304251165,-0.0885557297454197,0.0586222182435833,-0.156828110949658,0.114397220698485
"NERICA-L-44",0.0830632684123725,-0.0664205577523647,-0.0475450706481093,0.0364428423397924,-0.0042246018187591,0.022514883515607
"PARIJAT",0.0821932465606316,-0.0534131456427173,-0.0253084624557385,0.00528940779690658,0.01662900284848,-0.097249748765767
"Patchaiperumal",0.0649211318138421,-0.0353913522373723,0.0881684435007245,-0.112148291902079,-0.00352119251413444,0.0547187496633486
"PEH-KUH-TSAO-TU",-0.104991392590975,-0.0483297531217159,0.112689245064246,-0.0499406222711338,0.16123293168468,0.237626379671757
"PMK-2",0.0730206296401191,-0.0576516950120321,0.0189876490281571,-0.0675211447565746,0.161395184961731,-0.0494640548485022
"PRASAD-1",-0.0845534052383403,-0.0535403978702666,-0.0180195686188405,0.0787544225803329,0.0700908767424717,-0.0265139226146345
"PUSASUGANDH5",0.0801842476394208,-0.0309650539697588,-0.0611584144412077,0.00601256902248481,0.0357093550774992,-0.0137692594746952
"PUSA1121",0.0651480911682204,0.0769236108640163,-0.0766746392413144,-0.0643708641691954,0.0153713039906905,0.0232612177787147
"Pusa1121-SN12",0.0697390882168568,0.0696356554109362,-0.0785629494226833,-0.0603135500393202,0.037375981368574,0.0226089695353356
"PUSA44",0.0830433733826025,-0.0703413771549574,-0.048164893395394,0.0543968829138085,0.038393522648568,-0.0346667726499629
"PUSABASMATI6",-0.0822601483400393,0.0168369538017742,-0.0822969351242513,0.0348723347311859,0.0404023491755942,0.00651812731712654
"PUSASUGANDH2",-0.0810330377256694,-0.0757564744668007,-0.0132971989481084,0.0708057454110864,-0.0576846227591283,0.0361932456180561
"RASI",0.0733801685766456,-0.0464298377883653,-0.0075619157278367,-0.0189392906657852,0.0326527959967369,-0.0232604663565807
"RKVY-104",0.072843796506119,0.167333110721721,0.0338227128479385,0.0254855188333646,0.0197212093148379,-0.0005347991012582
"RKVY-143",0.0598016139221814,-0.040407807446463,0.101882595433047,-0.169813472953849,-0.0844815167271575,0.00951546292218383
"RKVY-28",0.0764172896062138,0.150834570217647,0.0840507460518169,0.0292207671624226,0.00795548816950753,0.0074354657004104
"R-RF-44",0.0792888645187257,-0.0647895117467594,-0.0534547806966623,0.0608650458396799,0.0188272671401457,0.0703303839007206
"RRF-78",0.0856272407057461,0.0105321338687279,-0.00529818951903422,0.0708537648629237,0.0828632636526581,0.0180424768751892
"Sadabahar",-0.0924913457720966,-0.0312788002406158,0.0847989416206307,-0.0477524768117017,-0.0857491828907536,-0.0332183009676852
"SAFRI-17",-0.0795303955544701,-0.0606536346677472,-0.0256089292859635,0.0816474927100794,0.00753185521563539,-0.0265716752561213
"SAHBHAGIDHAN",0.0794627862998431,-0.0545006792609905,-0.0227447455023392,0.00952759612993063,0.0136451424460188,-0.0935343307126258
"SATABHAMA",-0.0746702320461212,-0.0608213969438188,-0.0657731849693919,0.114785142401609,-0.119589800023049,0.0794835232956641
"SERATOES",0.0711771115909202,0.171683019017368,0.0878878614337337,0.0554540058534557,-0.00250834834416705,0.0260933253048392
"SERETY",-0.10476157625827,-0.0447168999203676,0.102797772125485,-0.0486261917699486,0.143348292306475,0.212917012936079
"SHAKU",-0.0834489482885608,-0.0177534996821204,-0.0695476340499764,0.0453962781587985,-0.0935203204790243,0.0166493092238247
"SR1-3-1",-0.0759515997398465,-0.0566863223641466,-0.0499193069725266,0.10684405859535,-0.00295941160702953,-0.0361492388634189
"SUWEON",-0.0818024346735882,-0.00318829578321562,-0.014352849123179,0.0724241915237832,-0.00109010559881679,-0.0197655916020725
"SWARNA",0.078563310512853,-0.0567063932823874,-0.00651515539950599,0.00510751955807651,-0.0886863761783044,0.0348388734886343
"VANAPRAVA",0.0759886756133338,0.163440882129536,0.0891137303568547,0.0552452044188758,-0.000649340483272875,0.034284661137302
"VANDANA",0.078336976045146,0.0527006496490106,-0.018264006454878,0.0493999724847434,-0.13298988010194,0.0905061924471178
"Wayrarem",0.0807163908730477,-0.0354006532142835,-0.0860450096245551,0.0314741491618235,-0.155523236750471,0.0889501166438901
