"sample_a","sample_b","distance"
"RKVY-143","281785",0.337597725657427
"RKVY-28","281785",0.414054054054054
"R-RF-44","281785",0.311764705882353
"RRF-78","281785",0.302109402931713
"Sadabahar","281785",0.232844889206576
"SAFRI-17","281785",0.207496413199426
"SAHBHAGIDHAN","281785",0.307568725455195
"SATABHAMA","281785",0.205620775524724
"SERATOES","281785",0.413161711385062
"SERETY","281785",0.220839260312945
"SHAKU","281785",0.246076233183857
"SR1-3-1","281785",0.194682369735903
"SUWEON","281785",0.227527042148452
"SWARNA","281785",0.327412988876929
"VANAPRAVA","281785",0.398485394879192
"VANDANA","281785",0.387890765361121
"Wayrarem","281785",0.339470861637469
"281785","282803",0.182641107561235
"282803","282803",0
"299554","282803",0.227882523567803
"356457","282803",0.187785187785188
"376579","282803",0.35245322979174
"376851","282803",0.351924447612259
"377448","282803",0.25133214920071
"377705","282803",0.204481298517996
"384190","282803",0.404179950407368
"426049","282803",0.188423645320197
"438644","282803",0.0208110992529349
"ADAYSEL","282803",0.284769395781194
"AbhayaXDagadesi","282803",0.178988326848249
"ABHISEK","282803",0.325382698469206
"ABOR-A-1","282803",0.206706884315117
"ANJALI","282803",0.292299540798304
"Annada","282803",0.434519572953737
"Apo","282803",0.240092002830856
"ARC10319","282803",0.250534188034188
"ARC12071","282803",0.330105633802817
"ARNAPURNA","282803",0.345828933474129
"ASD16","282803",0.309355067328136
"AUS257","282803",0.333451957295374
"BAKAL","282803",0.320903549659376
"BAM1057","282803",0.329220314735336
"BAM1098","282803",0.327425707124955
"BAM1659","282803",0.330587392550143
"BAM1689","282803",0.315365329512894
"BAM1708","282803",0.315497494631353
"BAM1812","282803",0.250532670454545
"BAM2096","282803",0.351375176304654
"BAM2166","282803",0.400143936667866
"BAM247","282803",0.201521585279547
"BAM2574","282803",0.349734513274336
"BAM2680","282803",0.306537102473498
"BAM3154","282803",0.2296813462227
"BAM3181","282803",0.362863217576187
"BAM326","282803",0.329082536308891
"BAM328","282803",0.262367491166078
"BAM350","282803",0.284133533383346
"BAM3690","282803",0.223214285714286
"BAM4009","282803",0.336009992862241
"BAM4054","282803",0.281590989088349
"BAM4138","282803",0.422870436649964
"BAM4168","282803",0.388569374550683
"BAM4234","282803",0.306480169971671
"BAM4254","282803",0.307569296375267
"BAM4477","282803",0.216259298618491
"BAM4496","282803",0.25555163905534
"BAM4510","282803",0.420855614973262
"BAM4521","282803",0.412081984897519
"BAM4534","282803",0.33771773906861
"BAM4797","282803",0.364803094233474
"BAM491","282803",0.282083185211518
"BAM4928","282803",0.404957203994294
"BAM5110","282803",0.305713271823989
"BAM56","282803",0.403900709219858
"BAM5779","282803",0.409627773801002
"BAM5850","282803",0.34890798424633
"BAM6921","282803",0.216743526073076
"BAM712","282803",0.431247790738777
"BAM742","282803",0.435409252669039
"BAM7429","282803",0.250088558271343
"BAM7449","282803",0.328612405880244
"BAM747","282803",0.436612215909091
"BAM759","282803",0.263177570093458
"BAM766","282803",0.434790397706915
"BAM807","282803",0.408185053380783
"BAM811","282803",0.246907034287734
"BAM812","282803",0.342516885886953
"BAM819","282803",0.290821771611526
"BAM8296","282803",0.193485915492958
"BAM8305","282803",0.142247510668563
"BAM8315","282803",0.420292439372325
"BAM8364","282803",0.298719772403983
"BAMAWPYAN","282803",0.412249283667622
"BENAMURI","282803",0.344491675522494
"BLACKGORA","282803",0.310672772102853
"CGR1656","282803",0.247431810131066
"CGR1679","282803",0.341174389812522
"CGR2012","282803",0.348688873139617
"CO18","282803",0.325634696755994
"CRDHAN-204","282803",0.324185552407932
"CR143-2-2","282803",0.229528535980149
"CR262-4","282803",0.229232944503358
"CROSSA","282803",0.347457627118644
"DULAR","282803",0.339693295292439
"EYPO","282803",0.230963551064598
"EYPO-2","282803",0.304209409267775
"FULKATI","282803",0.330057183702645
"Ghanteswari","282803",0.21095406360424
"GHATIKAMMANANGARHAR","282803",0.28362676056338
"GotrabiDhan","282803",0.206131078224101
"GP-145-37","282803",0.345909732016925
"GP-145-51","282803",0.244235544519333
"HARBHOONDI","282803",0.329021970233877
"HongZuiEr","282803",0.227967306325515
"IndrabaruniDhan","282803",0.216725352112676
"IR74371-54-1-1","282803",0.226005645730416
"IR77298-14-1-2-10","282803",0.216833095577746
"IR77298-5-6-18","282803",0.18546676096181
"IR83383-B-B-129-4","282803",0.185067232837933
"IR83388-B-B108-3","282803",0.19929203539823
"IR87707-445-B-B","282803",0.177589852008457
"IR87707-446-B-B","282803",0.198460987831067
"IRROEPYO","282803",0.365720524017467
"KALINGA-1","282803",0.199964639321075
"KANGRO","282803",0.327768014059754
"KHAODAWTAI","282803",0.317745376955903
"MANDRIRAVINA","282803",0.326224885442369
"MAUDAMANI","282803",0.324396306818182
"MOROBEREKAN","282803",0.353451391398627
"MTU1010","282803",0.187855113636364
"MTU9","282803",0.332743988684583
"NERICA-L-26","282803",0.233535065859737
"NERICA-L-42","282803",0.235875706214689
"NERICA-L-44","282803",0.198941798941799
"PARIJAT","282803",0.205496453900709
"Patchaiperumal","282803",0.23466149506347
"PEH-KUH-TSAO-TU","282803",0.328339795558689
"PMK-2","282803",0.207716701902748
"PRASAD-1","282803",0.301946902654867
"PUSASUGANDH5","282803",0.21095406360424
"PUSA1121","282803",0.302446923353724
"Pusa1121-SN12","282803",0.290188269370022
"PUSA44","282803",0.195510499637944
"PUSABASMATI6","282803",0.349464285714286
"PUSASUGANDH2","282803",0.317524682651622
"RASI","282803",0.227455275648047
"RKVY-104","282803",0.329237891737892
"RKVY-143","282803",0.243824982357092
"RKVY-28","282803",0.331663685152057
"R-RF-44","282803",0.207403471484237
"RRF-78","282803",0.202515946137491
"Sadabahar","282803",0.342730496453901
"SAFRI-17","282803",0.313879003558719
"SAHBHAGIDHAN","282803",0.204996456413891
"SATABHAMA","282803",0.3052706048815
"SERATOES","282803",0.341441441441441
"SERETY","282803",0.332390381895332
"SHAKU","282803",0.348423005565863
"SR1-3-1","282803",0.302346249555635
"SUWEON","282803",0.333395176252319
"SWARNA","282803",0.23030303030303
"VANAPRAVA","282803",0.327783745076978
"VANDANA","282803",0.297967189728959
"Wayrarem","282803",0.241843971631206
"281785","299554",0.320699708454811
"282803","299554",0.227882523567803
"299554","299554",0
"356457","299554",0.240634005763689
"376579","299554",0.363998551249547
"376851","299554",0.359780621572212
"377448","299554",0.256008739985433
"377705","299554",0.254440014498007
"384190","299554",0.413730475844533
"426049","299554",0.24115523465704
"438644","299554",0.229798903107861
"ADAYSEL","299554",0.287074331746613
"AbhayaXDagadesi","299554",0.216466739367503
"ABHISEK","299554",0.320723684210526
"ABOR-A-1","299554",0.257459970887918
"ANJALI","299554",0.311139332365747
"Annada","299554",0.427136596055515
"Apo","299554",0.220101781170484
"ARC10319","299554",0.259320175438597
"ARC12071","299554",0.359623733719247
"ARNAPURNA","299554",0.348172276511039
"ASD16","299554",0.323754092397235
"AUS257","299554",0.323346729996346
"BAKAL","299554",0.323280617874218
"BAM1057","299554",0.330589096231248
"BAM1098","299554",0.333272193690389
"BAM1659","299554",0.349687614847483
"BAM1689","299554",0.321993379919088
"BAM1708","299554",0.325743665075285
"BAM1812","299554",0.254638050200073
"BAM2096","299554",0.368297101449275
"BAM2166","299554",0.421072088724584
"BAM247","299554",0.229552889858233
"BAM2574","299554",0.349018895348837
"BAM2680","299554",0.347519014849692
"BAM3154","299554",0.232635060639471
"BAM3181","299554",0.366630276564774
"BAM326","299554",0.348198034219148
"BAM328","299554",0.266981474754813
"BAM350","299554",0.281923076923077
"BAM3690","299554",0.269315269132186
"BAM4009","299554",0.335654085745694
"BAM4054","299554",0.319595083152567
"BAM4138","299554",0.428099779897285
"BAM4168","299554",0.397492625368732
"BAM4234","299554",0.298401743552488
"BAM4254","299554",0.298360655737705
"BAM4477","299554",0.263464337700146
"BAM4496","299554",0.249005424954792
"BAM4510","299554",0.417733089579525
"BAM4521","299554",0.420412675018423
"BAM4534","299554",0.33509668004378
"BAM4797","299554",0.355001805706031
"BAM491","299554",0.288686131386861
"BAM4928","299554",0.400806747341401
"BAM5110","299554",0.25382932166302
"BAM56","299554",0.414452129595923
"BAM5779","299554",0.385562086700955
"BAM5850","299554",0.340558412931668
"BAM6921","299554",0.215586307356154
"BAM712","299554",0.42343976777939
"BAM742","299554",0.426406135865595
"BAM7429","299554",0.265101892285298
"BAM7449","299554",0.335601324016182
"BAM747","299554",0.424507658643326
"BAM759","299554",0.28363357608279
"BAM766","299554",0.427573529411765
"BAM807","299554",0.384811975173421
"BAM811","299554",0.244927536231884
"BAM812","299554",0.34385260853703
"BAM819","299554",0.33345507669832
"BAM8296","299554",0.215888526963446
"BAM8305","299554",0.221491228070175
"BAM8315","299554",0.429146832662029
"BAM8364","299554",0.344890510948905
"BAMAWPYAN","299554",0.417218543046358
"BENAMURI","299554",0.361040378319389
"BLACKGORA","299554",0.328147612156295
"CGR1656","299554",0.261818181818182
"CGR1679","299554",0.35265261627907
"CGR2012","299554",0.360524399126001
"CO18","299554",0.359239130434783
"CRDHAN-204","299554",0.193829401088929
"CR143-2-2","299554",0.196903460837887
"CR262-4","299554",0.198585418933623
"CROSSA","299554",0.358411892675852
"DULAR","299554",0.346322722283205
"EYPO","299554",0.270070292267851
"EYPO-2","299554",0.353742732558139
"FULKATI","299554",0.32985347985348
"Ghanteswari","299554",0.25199709513435
"GHATIKAMMANANGARHAR","299554",0.31846098265896
"GotrabiDhan","299554",0.220550924247916
"GP-145-37","299554",0.362549800796813
"GP-145-51","299554",0.256363636363636
"HARBHOONDI","299554",0.25891557496361
"HongZuiEr","299554",0.262965668371074
"IndrabaruniDhan","299554",0.196635311143271
"IR74371-54-1-1","299554",0.204454907642159
"IR77298-14-1-2-10","299554",0.201715954728003
"IR77298-5-6-18","299554",0.196331274972757
"IR83383-B-B-129-4","299554",0.200472555434387
"IR83388-B-B108-3","299554",0.208121827411167
"IR87707-445-B-B","299554",0.197935530604853
"IR87707-446-B-B","299554",0.185640837311788
"IRROEPYO","299554",0.392897196261682
"KALINGA-1","299554",0.239209285455205
"KANGRO","299554",0.357710364752618
"KHAODAWTAI","299554",0.340627279358133
"MANDRIRAVINA","299554",0.3589001447178
"MAUDAMANI","299554",0.31904414447282
"MOROBEREKAN","299554",0.352449888641425
"MTU1010","299554",0.197810218978102
"MTU9","299554",0.361968761351253
"NERICA-L-26","299554",0.195398100803506
"NERICA-L-42","299554",0.192572463768116
"NERICA-L-44","299554",0.20854453294714
"PARIJAT","299554",0.232350800582242
"Patchaiperumal","299554",0.250905141202028
"PEH-KUH-TSAO-TU","299554",0.358695652173913
"PMK-2","299554",0.255877034358047
"PRASAD-1","299554",0.336786623046165
"PUSASUGANDH5","299554",0.236947063089195
"PUSA1121","299554",0.300665680473373
"Pusa1121-SN12","299554",0.291450777202073
"PUSA44","299554",0.199331848552339
"PUSABASMATI6","299554",0.360499265785609
"PUSASUGANDH2","299554",0.299420709630702
"RASI","299554",0.23876404494382
"RKVY-104","299554",0.331690397955458
"RKVY-143","299554",0.265760869565217
"RKVY-28","299554",0.326549321598827
"R-RF-44","299554",0.177037845705968
"RRF-78","299554",0.249363867684478
"Sadabahar","299554",0.362741523878965
"SAFRI-17","299554",0.307888970051132
"SAHBHAGIDHAN","299554",0.23065746458409
"SATABHAMA","299554",0.299709196655762
"SERATOES","299554",0.33487426035503
"SERETY","299554",0.360486211901306
"SHAKU","299554",0.315879664889566
"SR1-3-1","299554",0.314097881665449
"SUWEON","299554",0.346080669710807
"SWARNA","299554",0.21865889212828
"VANAPRAVA","299554",0.329537105069802
"VANDANA","299554",0.252833638025594
"Wayrarem","299554",0.218363636363636
"281785","356457",0.302864214992928
"282803","356457",0.187785187785188
"299554","356457",0.240634005763689
"356457","356457",0
"376579","356457",0.341587636108184
"376851","356457",0.343373493975904
"377448","356457",0.235159010600707
"377705","356457",0.181467181467181
"384190","356457",0.411412469179289
"426049","356457",0.00349040139616053
"438644","356457",0.191598723856788
"ADAYSEL","356457",0.285536602700782
"AbhayaXDagadesi","356457",0.224550898203593
"ABHISEK","356457",0.322111977321049
"ABOR-A-1","356457",0.17502649240551
"ANJALI","356457",0.304607808652832
"Annada","356457",0.428293201133145
"Apo","356457",0.249031349066573
"ARC10319","356457",0.22422954303932
"ARC12071","356457",0.303502626970228
"ARNAPURNA","356457",0.332049036777583
"ASD16","356457",0.289594356261023
"AUS257","356457",0.331325301204819
"BAKAL","356457",0.315958586219207
"BAM1057","356457",0.323916133617626
"BAM1098","356457",0.332977588046958
"BAM1659","356457",0.336182336182336
"BAM1689","356457",0.309914407988588
"BAM1708","356457",0.319266381766382
"BAM1812","356457",0.249205227834687
"BAM2096","356457",0.351299157303371
"BAM2166","356457",0.401827302042279
"BAM247","356457",0.180794934927893
"BAM2574","356457",0.328757479760648
"BAM2680","356457",0.287271448663854
"BAM3154","356457",0.229878917378917
"BAM3181","356457",0.348078956644343
"BAM326","356457",0.330042313117066
"BAM328","356457",0.253162333099086
"BAM350","356457",0.271012327231976
"BAM3690","356457",0.233487215909091
"BAM4009","356457",0.33647351581941
"BAM4054","356457",0.24151207560378
"BAM4138","356457",0.420049857549858
"BAM4168","356457",0.389782065023223
"BAM4234","356457",0.329105003523608
"BAM4254","356457",0.330861581920904
"BAM4477","356457",0.230335097001764
"BAM4496","356457",0.23686974789916
"BAM4510","356457",0.407413976587442
"BAM4521","356457",0.410765379113019
"BAM4534","356457",0.331917905166313
"BAM4797","356457",0.340797760671798
"BAM491","356457",0.276343705799151
"BAM4928","356457",0.387331440738112
"BAM5110","356457",0.322854115153656
"BAM56","356457",0.405577126720791
"BAM5779","356457",0.387068044175276
"BAM5850","356457",0.341346153846154
"BAM6921","356457",0.220733427362482
"BAM712","356457",0.427039381153305
"BAM742","356457",0.429153382925965
"BAM7429","356457",0.249647639182523
"BAM7449","356457",0.323162027123483
"BAM747","356457",0.427966101694915
"BAM759","356457",0.254372906587272
"BAM766","356457",0.426612041325258
"BAM807","356457",0.388141592920354
"BAM811","356457",0.243670886075949
"BAM812","356457",0.338761061946903
"BAM819","356457",0.306154934559604
"BAM8296","356457",0.214461214461214
"BAM8305","356457",0.184070796460177
"BAM8315","356457",0.420716566158212
"BAM8364","356457",0.298620933521924
"BAMAWPYAN","356457",0.408621303883149
"BENAMURI","356457",0.333803313359182
"BLACKGORA","356457",0.312521922132585
"CGR1656","356457",0.235709244883557
"CGR1679","356457",0.335739436619718
"CGR2012","356457",0.334332040888262
"CO18","356457",0.290379213483146
"CRDHAN-204","356457",0.332453361492432
"CR143-2-2","356457",0.244452271926735
"CR262-4","356457",0.244987689060851
"CROSSA","356457",0.334678834678835
"DULAR","356457",0.336053938963804
"EYPO","356457",0.240767300107565
"EYPO-2","356457",0.276565798733286
"FULKATI","356457",0.331734186211798
"Ghanteswari","356457",0.164850615114235
"GHATIKAMMANANGARHAR","356457",0.308864751226349
"GotrabiDhan","356457",0.19041769041769
"GP-145-37","356457",0.335907335907336
"GP-145-51","356457",0.2381036305957
"HARBHOONDI","356457",0.336975678533662
"HongZuiEr","356457",0.232566371681416
"IndrabaruniDhan","356457",0.20925341745531
"IR74371-54-1-1","356457",0.236934408979306
"IR77298-14-1-2-10","356457",0.220311946118398
"IR77298-5-6-18","356457",0.210137275607181
"IR83383-B-B-129-4","356457",0.210257314064152
"IR83388-B-B108-3","356457",0.215116279069767
"IR87707-445-B-B","356457",0.209926341634514
"IR87707-446-B-B","356457",0.208777540867093
"IRROEPYO","356457",0.379304095686843
"KALINGA-1","356457",0.174157303370786
"KANGRO","356457",0.303009097270819
"KHAODAWTAI","356457",0.299787760877255
"MANDRIRAVINA","356457",0.290701754385965
"MAUDAMANI","356457",0.328207847295864
"MOROBEREKAN","356457",0.348615605897159
"MTU1010","356457",0.201695513952667
"MTU9","356457",0.307638155579022
"NERICA-L-26","356457",0.246369110874956
"NERICA-L-42","356457",0.250351370344343
"NERICA-L-44","356457",0.206842105263158
"PARIJAT","356457",0.214813511611541
"Patchaiperumal","356457",0.235356015433181
"PEH-KUH-TSAO-TU","356457",0.301297790249035
"PMK-2","356457",0.17741935483871
"PRASAD-1","356457",0.2961592670895
"PUSASUGANDH5","356457",0.200491573033708
"PUSA1121","356457",0.284587813620072
"Pusa1121-SN12","356457",0.272498200143989
"PUSA44","356457",0.188624910007199
"PUSABASMATI6","356457",0.347424511545293
"PUSASUGANDH2","356457",0.309406809406809
"RASI","356457",0.216152450090744
"RKVY-104","356457",0.324707550514002
"RKVY-143","356457",0.237802737802738
"RKVY-28","356457",0.31272210376688
"R-RF-44","356457",0.233509700176367
"RRF-78","356457",0.223085068831627
"Sadabahar","356457",0.339569361101306
"SAFRI-17","356457",0.308359900814736
"SAHBHAGIDHAN","356457",0.213054187192118
"SATABHAMA","356457",0.32277367124252
"SERATOES","356457",0.332795698924731
"SERETY","356457",0.306434599156118
"SHAKU","356457",0.358647450110865
"SR1-3-1","356457",0.312101910828026
"SUWEON","356457",0.329088224437062
"SWARNA","356457",0.239454094292804
"VANAPRAVA","356457",0.320983256145351
"VANDANA","356457",0.286576704545455
"Wayrarem","356457",0.249293785310734
"281785","376579",0.239238705087158
"282803","376579",0.35245322979174
"299554","376579",0.363998551249547
"356457","376579",0.341587636108184
"376579","376579",0
"376851","376579",0.167615658362989
"377448","376579",0.286247334754797
"377705","376579",0.347079646017699
"384190","376579",0.289483002832861
"426049","376579",0.340549102428722
"438644","376579",0.34795008912656
"ADAYSEL","376579",0.365831842576029
"AbhayaXDagadesi","376579",0.362026213248317
"ABHISEK","376579",0.242440412664532
"ABOR-A-1","376579",0.344227353463588
"ANJALI","376579",0.244703389830508
"Annada","376579",0.344895055140519
"Apo","376579",0.357674583481035
"ARC10319","376579",0.33398646241539
"ARC12071","376579",0.220971147079521
"ARNAPURNA","376579",0.207892882311487
"ASD16","376579",0.227933356965615
"AUS257","376579",0.239679715302491
"BAKAL","376579",0.38719512195122
"BAM1057","376579",0.391133357168395
"BAM1098","376579",0.38528990694345
"BAM1659","376579",0.213287965616046
"BAM1689","376579",0.37007874015748
"BAM1708","376579",0.384491404011461
"BAM1812","376579",0.249201277955272
"BAM2096","376579",0.198552770914225
"BAM2166","376579",0.2819359481828
"BAM247","376579",0.342720510095643
"BAM2574","376579",0.158881811748054
"BAM2680","376579",0.240983026874116
"BAM3154","376579",0.310394265232975
"BAM3181","376579",0.20610145441646
"BAM326","376579",0.129872430900071
"BAM328","376579",0.301132342533616
"BAM350","376579",0.322756289898611
"BAM3690","376579",0.347048300536673
"BAM4009","376579",0.402574186628531
"BAM4054","376579",0.235842419978896
"BAM4138","376579",0.306220951018949
"BAM4168","376579",0.278356066044508
"BAM4234","376579",0.256728045325779
"BAM4254","376579",0.257102272727273
"BAM4477","376579",0.340078097266596
"BAM4496","376579",0.329805996472663
"BAM4510","376579",0.292808828764685
"BAM4521","376579",0.293673616103523
"BAM4534","376579",0.390747330960854
"BAM4797","376579",0.173760112557158
"BAM491","376579",0.320818505338078
"BAM4928","376579",0.271204561653599
"BAM5110","376579",0.240589488636364
"BAM56","376579",0.286498936924167
"BAM5779","376579",0.295739348370927
"BAM5850","376579",0.395878136200717
"BAM6921","376579",0.355646306818182
"BAM712","376579",0.343286219081272
"BAM742","376579",0.343360626557494
"BAM7429","376579",0.232801418439716
"BAM7449","376579",0.390165111270639
"BAM747","376579",0.341376863023421
"BAM759","376579",0.369337326843879
"BAM766","376579",0.342765042979943
"BAM807","376579",0.294985775248933
"BAM811","376579",0.330559490084986
"BAM812","376579",0.219992897727273
"BAM819","376579",0.225462304409673
"BAM8296","376579",0.35
"BAM8305","376579",0.372279700321085
"BAM8315","376579",0.321517634485216
"BAM8364","376579",0.244574884382782
"BAMAWPYAN","376579",0.295698924731183
"BENAMURI","376579",0.196106194690265
"BLACKGORA","376579",0.234611326064017
"CGR1656","376579",0.303970223325062
"CGR1679","376579",0.153248587570621
"CGR2012","376579",0.141389085754784
"CO18","376579",0.221594918842625
"CRDHAN-204","376579",0.249557208643287
"CR143-2-2","376579",0.363555713271824
"CR262-4","376579",0.35833038556774
"CROSSA","376579",0.155555555555556
"DULAR","376579",0.394464285714286
"EYPO","376579",0.314393939393939
"EYPO-2","376579",0.239738145789101
"FULKATI","376579",0.391949910554562
"Ghanteswari","376579",0.342998585572843
"GHATIKAMMANANGARHAR","376579",0.241986615005284
"GotrabiDhan","376579",0.343882602545969
"GP-145-37","376579",0.147899752912107
"GP-145-51","376579",0.263662171753016
"HARBHOONDI","376579",0.257795889440113
"HongZuiEr","376579",0.33464005702067
"IndrabaruniDhan","376579",0.333333333333333
"IR74371-54-1-1","376579",0.346643109540636
"IR77298-14-1-2-10","376579",0.350695683196575
"IR77298-5-6-18","376579",0.369026548672566
"IR83383-B-B-129-4","376579",0.371362668559262
"IR83388-B-B108-3","376579",0.347340425531915
"IR87707-445-B-B","376579",0.370808330391811
"IR87707-446-B-B","376579",0.366356144750985
"IRROEPYO","376579",0.276402039329934
"KALINGA-1","376579",0.339759462327556
"KANGRO","376579",0.219387755102041
"KHAODAWTAI","376579",0.21875
"MANDRIRAVINA","376579",0.223846424797464
"MAUDAMANI","376579",0.224627395315827
"MOROBEREKAN","376579",0.438856729377713
"MTU1010","376579",0.363006396588486
"MTU9","376579",0.221456344998233
"NERICA-L-26","376579",0.352762923351159
"NERICA-L-42","376579",0.35833038556774
"NERICA-L-44","376579",0.349699752737549
"PARIJAT","376579",0.347941802696948
"Patchaiperumal","376579",0.307665135994348
"PEH-KUH-TSAO-TU","376579",0.219873150105708
"PMK-2","376579",0.342736248236953
"PRASAD-1","376579",0.252035398230088
"PUSASUGANDH5","376579",0.35547703180212
"PUSA1121","376579",0.379099099099099
"Pusa1121-SN12","376579",0.389713871785585
"PUSA44","376579",0.351556842867487
"PUSABASMATI6","376579",0.281428571428571
"PUSASUGANDH2","376579",0.228329809725159
"RASI","376579",0.347222222222222
"RKVY-104","376579",0.401034236804565
"RKVY-143","376579",0.236238532110092
"RKVY-28","376579",0.390557939914163
"R-RF-44","376579",0.362442314518992
"RRF-78","376579",0.380817051509769
"Sadabahar","376579",0.178622159090909
"SAFRI-17","376579",0.236027055891776
"SAHBHAGIDHAN","376579",0.34320681092586
"SATABHAMA","376579",0.245843650512911
"SERATOES","376579",0.393333333333333
"SERETY","376579",0.217414341222183
"SHAKU","376579",0.25899814471243
"SR1-3-1","376579",0.245997865528282
"SUWEON","376579",0.253515914137676
"SWARNA","376579",0.340949660835416
"VANAPRAVA","376579",0.392434564359986
"VANDANA","376579",0.381922115041086
"Wayrarem","376579",0.361051883439943
"281785","376851",0.242386241490505
"282803","376851",0.351924447612259
"299554","376851",0.359780621572212
"356457","376851",0.343373493975904
"376579","376851",0.167615658362989
"376851","376851",0
"377448","376851",0.280028684116171
"377705","376851",0.346949696753478
"384190","376851",0.29842744817727
"426049","376851",0.341983647351582
"438644","376851",0.349766102914718
"ADAYSEL","376851",0.365474900686168
